label,frequency,percent
enhancement,6,33.33333333333333
gameplay,3,16.666666666666664
plists,3,16.666666666666664
javascript,2,11.11111111111111
graphics,2,11.11111111111111
buildsystem,1,5.555555555555555
simulation,1,5.555555555555555
