label,frequency,percent
dependencies,1157,60.70304302203567
java,700,36.72612801678909
github_actions,17,0.8919202518363064
Major,10,0.5246589716684155
javascript,9,0.472193074501574
ReviewRequested,4,0.2098635886673662
Urgent,3,0.15739769150052466
Problem,2,0.1049317943336831
Discussion,2,0.1049317943336831
AuthorNeeded,1,0.05246589716684155
hacktoberfest,1,0.05246589716684155
